Conf. Session	Date	Time CST Local Time (UTC/GMT -6 hours )	Poster Session	Virtual Session 	Paper Type 	Track	Board 	Paper ID	Paper Title	1st Author	Status	Changed From	Changed To	Status of Change	Authors	Session	Change To	Change From	Change To	Status of Change																																																			
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		255	Contextual Refinement of Translations: Large Language Models for Sentence and Document-Level Post-Editing	['Sai Koneru', 'Miriam Exel', 'Matthias Huck', 'Jan Niehues']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		263	How Trustworthy are Open-Source LLMs? An Assessment under Malicious Demonstrations Shows their Vulnerabilities	['Lingbo Mo', 'Boshi Wang', 'Muhao Chen', 'Huan Sun']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		270	GenRES: Rethinking Evaluation for Generative Relation Extraction in the Era of Large Language Models	['Pengcheng Jiang', 'Jiacheng Lin', 'Zifeng Wang', 'Jimeng Sun', 'Jiawei Han']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Special Theme: Languages of Latin America		271	Curated Datasets and Neural Models for Machine Translation of Informal Registers between Mayan and Spanish Vernaculars	['Andrés Lou', 'Juan Antonio Pérez-Ortiz', 'Felipe Sánchez-Martínez', 'Víctor M. Sánchez-Cartagena']		VGT - TBD	Conf Session C - 06/17 - 14-15:30			Posters C6	Posters C6 was virtual	VGT - TBD	Conf Session C - 06/17 - 14-15:30	Underline to Update																																																			
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		278	Evaluating In-Context Learning of Libraries for Code Generation	['Arkil Patel', 'Siva Reddy', 'Dzmitry Bahdanau', 'Pradeep Dasigi']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Discourse and Pragmatics		280	Regularized Conventions: Equilibrium Computation as a Model of Pragmatic Reasoning	['Athul Paul Jacob', 'Gabriele Farina', 'Jacob Andreas']						Posters C6																						Salma EL ANIGRI'	Lolwethu Ndolela'	Thabiso Mangwana'	Shafie Abdi Mohamed'	Hassan Ayinde'	Oluwabusayo Olufunke Awoyomi'	Lama Alkhaled'	sana Sabah al-azzawi'	Naome A Etori'	Millicent Ochieng'	Clemencia Siro'	Njoroge Kiragu'	Eric Muchiri'	Wangari Kimotho'	Toadoum Sari Sakayo'	Lyse Naomi Momo Wamba'	Daud Abolade'	Simbiat Ajao'	Tosin Adewumi'	Iyanuoluwa Shode'	Ricky Sambo Macharm'	Ruqayya Nasir Iro'	Saheed Salahudeen Abdullahi'	Stephen Edward Moore'	Bernard Opoku'	Zainab Akinjobi'	Abeeb Afolabi'	Nnaemeka Casmir Obiefuna'	Onyekachi Ogbu'	Sam Brian Ochieng'	Verrah Akinyi Otiende'	CHINEDU EMMANUEL MBONU'	Yao Lu'	Pontus Stenetorp']
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		281	SLIDE: Reference-free Evaluation for Machine Translation using a Sliding Document Window	['Vikas Raunak', 'Tom Kocmi', 'Matt Post']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		316	HelpSteer: Multi-attribute Helpfulness Dataset for SteerLM	['Zhilin Wang', 'Yi Dong', 'Jiaqi Zeng', 'Virginia Adams', 'Makesh Narsimhan Sreedhar', 'Daniel Egert', 'Olivier Delalleau', 'Jane Polak Scowcroft', 'Neel Kant', 'Aidan M Swope', 'Oleksii Kuchaiev']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		352	Know When To Stop: A Study of Semantic Drift in Text Generation	['Ava Spataru']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Special Theme: Languages of Latin America		356	Elote, Choclo and Mazorca: on the Varieties of Spanish	['Cristina España-Bonet', 'Alberto Barrón-Cedeño']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		357	On the Role of Summary Content Units in Text Summarization Evaluation	['Marcel Nawrath', 'Agnieszka Wiktoria Nowak', 'Tristan Ratz', 'Danilo Constantin Walenta', 'Juri Opitz', 'Leonardo F. R. Ribeiro', 'João Sedoc', 'Daniel Deutsch', 'Simon Mille', 'Yixin Liu', 'Sebastian Gehrmann', 'Lining Zhang', 'Saad Mahamood', 'Miruna Clinciu', 'Khyathi Chandu', 'Yufang Hou']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		359	Ada-LEval: Evaluating long-context LLMs with length-adaptable benchmarks	['Chonghua Wang', 'Haodong Duan', 'Songyang Zhang', 'Dahua Lin', 'Kai Chen']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Special Theme: Languages of Latin America		363	A Zero-Shot Monolingual Dual Stage Information Retrieval System for Spanish Biomedical Systematic Literature Reviews	['Regina Ofori-Boateng', 'Magaly Aceves-Martins', 'Nirmalie Wiratunga', 'Carlos Francisco Moreno-Garcia']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		409	SemStamp: A Semantic Watermark with Paraphrastic Robustness for Text Generation	['Abe Bohan Hou', 'Jingyu Zhang', 'Tianxing He', 'Yichen Wang', 'Yung-Sung Chuang', 'Hongwei Wang', 'Lingfeng Shen', 'Benjamin Van Durme', 'Daniel Khashabi', 'Yulia Tsvetkov']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		442	Universal NER: A Gold-Standard Multilingual Named Entity Recognition Benchmark	['Stephen Mayhew', 'Terra Blevins', 'Shuheng Liu', 'Marek Suppa', 'Hila Gonen', 'Joseph Marvin Imperial', 'Börje F. Karlsson', 'Peiqin Lin', 'Nikola Ljubešić', 'Lester James Validad Miranda', 'Barbara Plank', 'Arij Riabi', 'Yuval Pinter']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		443	Direct Preference Optimization for Neural Machine Translation with Minimum Bayes Risk Decoding	['Guangyu Yang', 'Jinghong Chen', 'Weizhe Lin', 'Bill Byrne']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		452	EchoPrompt: Instructing the Model to Rephrase Queries for Improved In-context Learning	['Raja Sekhar Reddy Mekala', 'Yasaman Razeghi', 'Sameer Singh']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		458	LEAF: Language Learners' English Essays and Feedback Corpus	['Shabnam Behzad', 'Omid Kashefi', 'Swapna Somasundaran']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		459	Impossible Distillation for Paraphrasing and Summarization: How to Make High-quality Lemonade out of Small, Low-quality Model	['Jaehun Jung', 'Peter West', 'Liwei Jiang', 'Faeze Brahman', 'Ximing Lu', 'Jillian Fisher', 'Taylor Sorensen', 'Yejin Choi']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		463	Fixing Rogue Memorization in Many-to-One Multilingual Translators of Extremely-Low-Resource Languages by Rephrasing Training Samples	['Paulo Cavalin', 'Pedro Henrique Leite da Silva Pires Domingues', 'Claudio Pinhanez', 'Julio Nogima']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		486	On the True Distribution Approximation of Minimum Bayes-Risk Decoding	['Atsumoto Ohashi', 'Ukyo Honda', 'Tetsuro Morimura', 'Yuu Jinnai']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		526	M3T: A New Benchmark Dataset for Multi-Modal Document-Level Machine Translation	['Benjamin Hsu', 'Xiaoyu Liu', 'Huayang Li', 'Yoshinari Fujinuma', 'Maria Nadejde', 'Xing Niu', 'Ron Litman', 'Yair Kittenplon', 'Raghavendra Pappagari']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		531	Finding Replicable Human Evaluations via Stable Ranking Probability	['Parker Riley', 'Daniel Deutsch', 'George Foster', 'Viresh Ratnakar', 'Ali Dabirmoghaddam', 'Markus Freitag']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		542	Control-DAG: Constrained Decoding for Non-Autoregressive Directed Acyclic T5 using Weighted Finite State Automata	['Jinghong Chen', 'Weizhe Lin', 'Jingbiao Mei', 'Bill Byrne']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		571	MacGyver: Are Large Language Models Creative Problem Solvers?	['Yufei Tian', 'Abhilasha Ravichander', 'Lianhui Qin', 'Ronan Le Bras', 'Raja Marjieh', 'Nanyun Peng', 'Yejin Choi', 'Thomas L. Griffiths', 'Faeze Brahman']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		581	XSTest: A Test Suite for Identifying Exaggerated Safety Behaviours in Large Language Models	['Paul Rottger', 'Hannah Rose Kirk', 'Bertie Vidgen', 'Giuseppe Attanasio', 'Federico Bianchi', 'Dirk Hovy']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		592	Fine-grained Gender Control in Machine Translation with Large Language Models	['Minwoo Lee', 'Hyukhun Koh', 'Minsung Kim', 'Kyomin Jung']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		686	AfriMTE and AfriCOMET: Enhancing COMET to Embrace Under-resourced African Languages	['Jiayi Wang', 'David Ifeoluwa Adelani', 'Sweta Agrawal', 'Marek Masiak', 'Ricardo Rei', 'Eleftheria Briakou', 'Marine Carpuat', 'Xuanli He', 'Sofia Bourhim', 'Andiswa Bukula', 'Muhidin A. Mohamed', 'Temitayo Olatoye', 'Tosin Adewumi', 'Hamam Mokayed', 'Christine Mwase', 'Wangui Kimotho', 'Foutse Yuehgoh', 'Anuoluwapo Aremu', 'Jessica Ojo', 'Shamsuddeen Hassan Muhammad', 'Salomey Osei', 'Abdul-Hakeem Omotayo', 'Chiamaka Ijeoma Chukwuneke', 'Perez Ogayo', 'Oumaima Hourrane', 'Salma EL ANIGRI', 'Lolwethu Ndolela', 'Thabiso Mangwana', 'Shafie Abdi Mohamed', 'Hassan Ayinde', 'Oluwabusayo Olufunke Awoyomi', 'Lama Alkhaled', 'sana Sabah al-azzawi', 'Naome A Etori', 'Millicent Ochieng', 'Clemencia Siro', 'Njoroge Kiragu', 'Eric Muchiri', 'Wangari Kimotho', 'Toadoum Sari Sakayo', 'Lyse Naomi Momo Wamba', 'Daud Abolade', 'Simbiat Ajao', 'Iyanuoluwa Shode', 'Ricky Sambo Macharm', 'Ruqayya Nasir Iro', 'Saheed Salahudeen Abdullahi', 'Stephen Edward Moore', 'Bernard Opoku', 'Zainab Akinjobi', 'Abeeb Afolabi', 'Nnaemeka Casmir Obiefuna', 'Onyekachi Ogbu', "Sam Brian Ochieng'", 'Verrah Akinyi Otiende', 'CHINEDU EMMANUEL MBONU', 'Yao Lu', 'Pontus Stenetorp']						Posters C6	Confirmed In Person  Yao Lu Presenting																																																						
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		707	Exploring the Factual Consistency in Dialogue Comprehension of Large Language Models	['Shuaijie She', 'Shujian Huang', 'Xingyun Wang', 'Yanke Zhou', 'Jiajun Chen']						GT TBD	Virtual was Poster C6	Conf Session C - 06/17 - 14-15:30	VGT 2 = 6/13 20:00 - 22:00	Underline to Update																																																			
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		730	Assisting in Writing Wikipedia-like Articles From Scratch with Large Language Models	['Yijia Shao', 'Yucheng Jiang', 'Theodore A Kanell', 'Peter Xu', 'Omar Khattab', 'Monica Lam']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Special Theme: Languages of Latin America		740	Grammar-based Data Augmentation for Low-Resource Languages: The Case of Guarani-Spanish Neural Machine Translation	['Agustín Lucas', 'Alexis Baladón Ferreira de Araujo', 'Victoria Pardiñas', 'Marvin M. Agüero-Torales', 'Santiago Góngora', 'Luis Chiruzzo']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		756	MT-PATCHER: Selective and Extendable Knowledge Distillation from Large Language Models for Machine Translation	['Jiahuan Li', 'Shanbo Cheng', 'Shujian Huang', 'Jiajun Chen']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		761	ContraDoc: Understanding Self-Contradictions in Documents with Large Language Models	['Jierui Li', 'Vipul Raheja', 'Dhruv Kumar']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		764	PlanRAG: A Plan-then-Retrieval Augmented Generation for Generative Large Language Models as Decision Makers	['Myeonghwa Lee', 'Seonho An', 'Min-Soo Kim']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		765	GPTScore: Evaluate as You Desire	['Jinlan Fu', 'See-Kiong Ng', 'Zhengbao Jiang', 'Pengfei Liu']						GT 20:00 - 22:00	Virtual was Poster C6	Conf Session C - 06/17 - 14-15:30	VGT 2 = 6/13 20:00 - 22:00	Underline to Update																																																			
