Conf. Session	Date	Time CST Local Time (UTC/GMT -6 hours )	Poster Session	Virtual Session 	Paper Type 	Track	Board 	Paper ID	Paper Title	1st Author	Status	Changed From	Changed To	Status of Change	Authors	Session	Change To	Change From	Change To	Status of Change																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		410	Media Bias Detection Across Families of Language Models	['Iffat Maab', 'Edison Marrese-Taylor', 'Sebastian Padó', 'Yutaka Matsuo']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		411	Better Zero-Shot Reasoning with Role-Play Prompting	['Aobo Kong', 'Shiwan Zhao', 'Hao Chen', 'Qicheng Li', 'Yong Qin', 'Ruiqi Sun', 'Xin Zhou', 'Enzhi Wang', 'Xiaohang Dong']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		420	Leveraging Prototypical Representations for Mitigating Social Bias without Demographic Information	['Shadi Iskander', 'Kira Radinsky', 'Yonatan Belinkov']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Retrieval and Text Mining		426	MDR: Model-Specific Demonstration Retrieval at Inference Time for In-Context Learning	['Huazheng Wang', 'Jinming Wu', 'Haifeng Sun', 'Zixuan Xia', 'Daixuan Cheng', 'Jingyu Wang', 'Qi Qi', 'Jianxin Liao']						Oral D3	Oral D3 was Poster E6	Session E - 06/18 - 9-10:30 	Conf Session D - 06/17 - 16 - 17:30	Underline to Update																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		447	A Comprehensive Study of Gender Bias in Chemical Named Entity Recognition Models	['Xingmeng Zhao', 'Ali Shahzad Niazi', 'Anthony Rios']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		457	Memory Augmented Language Models through Mixture of Word Experts	['Cicero Nogueira dos Santos', 'James Lee-Thorp', 'Isaac Noble', 'Chung-Ching Chang', 'David Uthus']						GT TBD	Virtual was Poster E6	Session E - 06/18 - 9-10:30 	VGT 1 - 6/13 09:00 - 11:00	Underline to Update																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		461	MOKA: Moral Knowledge Augmentation for Moral Event Extraction	['Xinliang Frederick Zhang', 'Winston Wu', 'Nicholas Beauchamp', 'Lu Wang']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		473	Flames: Benchmarking Value Alignment of LLMs in Chinese	['Kexin Huang', 'Xiangyang Liu', 'Qianyu Guo', 'Tianxiang Sun', 'Jiawei Sun', 'Yaru Wang', 'Zeyang Zhou', 'Yixu Wang', 'Yan Teng', 'Xipeng Qiu', 'Yingchun Wang', 'Dahua Lin']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		480	Mitigating Bias for Question Answering Models by Tracking Bias Influence	['Mingyu Derek Ma', 'Jiun-Yu Kao', 'Arpit Gupta', 'Yu-Hsiang Lin', 'Wenbo Zhao', 'Tagyoung Chung', 'Wei Wang', 'Kai-Wei Chang', 'Nanyun Peng']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Speech recognition, text-to-speech and spoken language understanding		502	Investigating the Emergent Audio Classification Ability of ASR Foundation Models	['Rao Ma', 'Adian Liusie', 'Mark Gales', 'Kate Knill']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		533	Stealthy and Persistent Unalignment on Large Language Models via Backdoor Injections	['Yuanpu Cao', 'Bochuan Cao', 'Jinghui Chen']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		537	Generalizable and Stable Finetuning of Pretrained Language Models on Low-Resource Texts	['Sai Ashish Somayajula', 'Youwei Liang', 'Li Zhang', 'Abhishek Singh', 'Pengtao Xie']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		540	Improving Pre-trained Language Model Sensitivity via Mask Specific losses: A case study on Biomedical NER	['Micheal Abaho', 'Danushka Bollegala', 'Gary Leeming', 'Dan W Joyce', 'Iain Edward Buchan']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		543	AutoLoRA: Automatically Tuning Matrix Ranks in Low-Rank Adaptation Based on Meta Learning	['Ruiyi Zhang', 'Rushi Qiang', 'Sai Ashish Somayajula', 'Pengtao Xie']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Speech recognition, text-to-speech and spoken language understanding		552	Where are you from? Geolocating Speech and Applications to Language Identification	['Patrick Foley', 'Matthew Wiesner', 'Bismarck Bamfo Odoom', 'Leibny Paola Garcia Perera', 'Kenton Murray', 'Philipp Koehn']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		584	Is Prompt Transfer Always Effective? An Empirical Study of Prompt Transfer for Question Answering	['Minji Jung', 'Soyeon Park', 'Jeewoo Sul', 'Yong Suk Choi']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		593	DialogVCS: Robust Natural Language Understanding in Dialogue System Upgrade	['Zefan Cai', 'Xin Zheng', 'Tianyu Liu', 'Haoran Meng', 'Jiaqi Han', 'Gang Yuan', 'Binghuai Lin', 'Baobao Chang', 'Yunbo Cao']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		630	Generating Uncontextualized and Contextualized Questions for Document-Level Event Argument Extraction	['Md Nayem Uddin', 'Enfa Rose George', 'Eduardo Blanco', 'Steven Corman']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		648	Do Large Language Models Rank Fairly? An Empirical Study on the Fairness of LLMs as Rankers	['Yuan Wang', 'Xuyang Wu', 'Hsin-Tai Wu', 'ZHIQIANG TAO', 'Yi Fang']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		651	TabSQLify: Enhancing Reasoning Capabilities of LLMs Through Table Decomposition	['Md Mahadi Hasan Nahid', 'Davood Rafiei']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		657	Contextual Label Projection for Cross-Lingual Structured Prediction	['Tanmay Parekh', 'I-Hung Hsu', 'Kuan-Hao Huang', 'Kai-Wei Chang', 'Nanyun Peng']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		682	Debiasing with Sufficient Projection: A General Theoretical Framework for Vector Representations	['Enze Shi', 'Lei Ding', 'Linglong Kong', 'Bei Jiang']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Speech recognition, text-to-speech and spoken language understanding		722	Massive End-to-end Speech Recognition Models with Time Reduction	['Weiran Wang', 'Rohit Prabhavalkar', 'Haozhe Shan', 'Zhong Meng', 'Dongseong Hwang', 'Qiujia Li', 'Khe Chai Sim', 'Bo Li', 'James Qin', 'Xingyu Cai', 'Adam Stooke', 'Chengjian Zheng', 'Yanzhang He', 'Tara N Sainath', 'Pedro J Moreno Mengibar']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		727	Effective Large Language Model Adaptation for Improved Grounding and Citation Generation	['Xi Ye', 'Ruoxi Sun', 'Sercan O Arik', 'Tomas Pfister']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Syntax: Tagging, Chunking and Parsing		738	Language Model Based Unsupervised Dependency Parsing with Conditional Mutual Information and Grammatical Constraints	['Junjie Chen', 'Xiangheng He', 'Yusuke Miyao']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Retrieval and Text Mining		762	Entity Disambiguation via Fusion Entity Decoding	['Junxiong Wang', 'Ali Mousavi', 'Omar Attia', 'Ronak Pradeep', 'Saloni Potdar', 'Alexander M Rush', 'Umar Farooq Minhas', 'Yunyao Li']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		810	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity	['Soyeong Jeong', 'Jinheon Baek', 'Sukmin Cho', 'Sung Ju Hwang', 'Jong C. Park']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		823	Elastic Weight Removal for Faithful and Abstractive Dialogue Generation	['Nico Daheim', 'Nouha Dziri', 'Mrinmaya Sachan', 'Iryna Gurevych', 'Edoardo Ponti']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		857	Capturing Perspectives of Crowdsourced Annotators in Subjective Learning Tasks	['Negar Mokhberian', 'Myrl G Marmarelis', 'Frederic Rene Hopp', 'Valerio Basile', 'Fred Morstatter', 'Kristina Lerman']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		861	CERET: Cost-Effective Extrinsic Refinement for Text Generation	['Jason Cai', 'Hang Su', 'MONICA SUNKARA', 'Igor Shalyminov', 'Saab Mansour']		VGT - TBD	Session E - 06/18 - 9-10:30 			Posters E6	Posters E6 was virtual	VGT - TBD	Session E - 06/18 - 9-10:30 	Underline to Update																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		898	LeanReasoner: Boosting Complex Logical Reasoning with Lean	['Dongwei Jiang', 'Marcio Fonseca', 'Shay B Cohen']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		910	Arithmetic Reasoning with LLM: Prolog Generation & Permutation	['Xiaocheng Yang', 'Bingsen Chen', 'Yik-Cheung Tam']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		911	MisgenderMender: A Community-Informed Approach to Interventions for Misgendering	['Tamanna Hossain', 'Sunipa Dev', 'Sameer Singh']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Retrieval and Text Mining		922	Leveraging LLMs for Synthesizing Training Data Across Many Languages in Multilingual Dense Retrieval	['Nandan Thakur', 'Jianmo Ni', 'Gustavo Hernandez Abrego', 'John Frederick Wieting', 'Jimmy Lin', 'Daniel Cer']		VGT - TBD	Session E - 06/18 - 9-10:30 			Posters E6	Posters E6 was virtual	VGT - TBD	Session E - 06/18 - 9-10:30 	Underline to Update																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		926	SCANNER: Knowledge-Enhanced Approach for Robust Multi-modal Named Entity Recognition of Unseen Entities	['Hyunjong Ok', 'Taeho Kil', 'Sukmin Seo', 'Jaeho Lee']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		988	IterCQR: Iterative Conversational Query Reformulation with Retrieval Guidance	['Yunah Jang', 'Kang-il Lee', 'Hyunkyung Bae', 'Hwanhee Lee', 'Kyomin Jung']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		1009	SQATIN: Supervised Instruction Tuning Meets Question Answering for Improved Dialogue NLU	['Evgeniia Razumovskaia', 'Goran Glavaš', 'Anna Korhonen', 'Ivan Vulić']						GT 09:00 - 11:00	Virtual was Poster E6	Session E - 06/18 - 9-10:30 	VGT 1 - 6/13 09:00 - 11:00	Underline to Update																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		1015	FAMuS: Frames Across Multiple Sources	['Siddharth Vashishtha', 'Alexander Martin', 'William Gantt', 'Benjamin Van Durme', 'Aaron Steven White']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		1021	CNER: Concept and Named Entity Recognition	['Giuliano Martinelli', 'Francesco Maria Molfese', 'Simone Tedeschi', 'Alberte Fernández-Castro', 'Roberto Navigli']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		1064	UNcommonsense Reasoning: Abductive Reasoning about Uncommon Situations	['Wenting Zhao', 'Justin T Chiu', 'Jena D. Hwang', 'Faeze Brahman', 'Jack Hessel', 'Sanjiban Choudhury', 'Yejin Choi', 'Xiang Lorraine Li', 'Alane Suhr']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		1116	Investigating Data Contamination in Modern Benchmarks for Large Language Models	['Chunyuan Deng', 'Yilun Zhao', 'Xiangru Tang', 'Mark Gerstein', 'Arman Cohan']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		1120	On Narrative Question Answering Skills	['Emil Kalbaliyev', 'Kairit Sirts']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		1123	$RE^2$: Region-Aware Relation Extraction from Visually Rich Documents	['Pritika Ramu', 'Sijia Wang', 'Lalla Mouatadid', 'Joy Rimchala', 'Lifu Huang']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		1154	IndiBias: A Benchmark Dataset to Measure Social Biases in Language Models for Indian Context	['Nihar Ranjan Sahoo', 'Pranamya Prashant Kulkarni', 'Arif Ahmad', 'Tanu Goyal', 'Narjis Asad', 'Aparna Garimella', 'Pushpak Bhattacharyya']						Posters E6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		182	Solving Data-centric Tasks using Large Language Models	['Shraddha Barke', 'Christian Poelitz', 'Carina Suzana Negreanu', 'Benjamin Zorn', 'José Cambronero', 'Andrew D. Gordon', 'Vu Le', 'Elnaz Nouri', 'Nadia Polikarpova', 'Advait Sarkar', 'Brian Slininger', 'Neil Toronto', 'Jack Williams']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		398	ReEval: Automatic Hallucination Evaluation for Retrieval-Augmented Large Language Models via Transferable Adversarial Attacks	['Xiaodong Yu', 'Hao Cheng', 'Xiaodong Liu', 'Dan Roth', 'Jianfeng Gao']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		406	GPT-Fathom: Benchmarking Large Language Models to Decipher the Evolutionary Path towards GPT-4 and Beyond	['Shen Zheng', 'Yuyu Zhang', 'Yijie Zhu', 'Chenguang Xi', 'Pengyang Gao', 'zhou Xun', 'Kevin Chang']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		585	METAL: Towards Multilingual Meta-Evaluation	['Rishav Hada', 'Varun Gumma', 'Mohamed Ahmed', 'Kalika Bali', 'Sunayana Sitaram']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		586	AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models	['Wanjun Zhong', 'Ruixiang Cui', 'Yiduo Guo', 'Yaobo Liang', 'Shuai Lu', 'Yanlin Wang', 'Amin Saied', 'Weizhu Chen', 'Nan Duan']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		605	BEAR: A Unified Framework for Evaluating Relational Knowledge in Causal and Masked Language Models	['Jacek Wiland', 'Max Ploner', 'Alan Akbik']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		620	Tailoring Vaccine Messaging with Common-Ground Opinions	['Rickard Stureborg', 'Sanxing Chen', 'Roy Xie', 'Aayushi Kunjal Patel', 'Christopher Li', 'Chloe Zhu', 'Tingnan Hu', 'Jun Yang', 'Bhuwan Dhingra']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		689	Crossing Linguistic Horizons: Finetuning and Comprehensive Evaluation of Vietnamese Large Language Models	['Sang T. Truong', 'Duc Quang Nguyen', 'Toan Nguyen', 'Dong Le', 'Nhi Ngoc Truong', 'Tho Quan', 'Sanmi Koyejo']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Accept to Findings	Resources and Evaluation		771	BotChat: Evaluating LLMs' Capabilities of Having Multi-Turn Dialogues	['Haodong Duan', 'Jueqi Wei', 'Chonghua Wang', 'Hongwei Liu', 'Yixiao Fang', 'Songyang Zhang', 'Dahua Lin', 'Kai Chen']						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		04 IND	Lossless Acceleration of Large Language Model via Adaptive N-gram Parallel Decoding	Jie Ou, Yueming Chen, Prof. Wenhong Tian						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		08 IND	SOLAR 10.7B: Scaling Large Language Models with Simple yet Effective Depth Up-Scaling	Sanghoon Kim, Dahyun Kim, Chanjun Park, Wonsung Lee, Wonho Song, Yunsu Kim, Hyeonwoo Kim, Yungi Kim, Hyeonju Lee, Jihoo Kim, Changbae Ahn, Seonghoon Yang, Sukyung Lee, HYUNBYUNG PARK, Gyoungjin Gim, Mikyoung Cha, Hwalsuk Lee, Sunghun Kim						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		57 IND	Fighting crime with Transformers: Empirical analysis of address parsing methods in payment data	Haitham Hammami, Louis Baligand, Bojan Petrovski						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		58 IND	Language Models are Alignable Decision-Makers: Dataset and Application to the Medical Triage Domain	Brian H Hu, Bill Ray, Alice Leung, Amy Summerville, David Joy, Christopher Funk, Arslan Basharat						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		64 IND	Automating the Generation of a Functional Semantic Types Ontology with Foundational Models	Sachin G Konan, Larry Rudolph, Scott Affens						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		67 IND	Scaling Up Authorship Attribution	Jacob Striebel, Abishek Edikala, Ethan Irby, Alex Rosenfeld, J. Blake Gage, Daniel Dakota, Sandra Kübler						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		68 IND	Multimodal Contextual Dialogue Breakdown Detection for Conversational AI Models	Md Messal Monem Miah, Ulie Schnaithmann, Arushi Raghuvanshi, Youngseo Son						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		69 IND	Deferred NAM: Low-latency Top-K Context Injection via Deferred Context Encoding for Non-Streaming ASR	Zelin Wu, Gan Song, Christopher Li, Pat Rondon, Zhong Meng, Xavier Velez, Weiran Wang, Diamantino Caseiro, Golan Pundak, Tsendsuren Munkhdalai, Angad Chandorkar, Rohit Prabhavalkar						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		79 IND	Graph Integrated Language Transformers for Next Action Prediction in Complex Phone Calls	Amin Hosseiny Marani, Ulie Schnaithmann, Youngseo Son, Akil Iyer, Manas Paldhe, Arushi Raghuvanshi						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		82 IND	Leveraging LLMs for Dialogue Quality Measurement	Jinghan Jia, Abi Komma, Timothy Leffel, Xujun Peng, Ajay Nagesh, Tamer Soliman, Aram Galstyan, Anoop Kumar						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		85 IND	Uncertainty Estimation in Large Language Models to Support Biodiversity Conservation	Maria Mora-Cross, Saul Calderon-Ramirez						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		88 IND	Tiny Titans: Can Smaller Large Language Models Punch Above Their Weight in the Real World for Meeting Summarization?	Xue-Yong Fu, Md Tahmid Rahman Laskar, Elena Khasanova, Cheng Chen, Shashi Bhushan TN						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		Industry	Industry		96 IND	LLM-based Frameworks for API Argument Filling in Task-Oriented Conversational Systems	Jisoo Mok, Mohammad Kachuee, Shuyang Dai, Shayan Ray, Tara Taghavi, Sungroh Yoon						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		10 SRW	SMARTR: A Framework for Early Detection using Survival Analysis of Longitudinal Texts	Jean-Thomas Baillargeon, Luc Lamontagne						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		15 SRW	LUCID: LLM-Generated Utterances for Complex and Interesting Dialogues	Joe Stacey, Jianpeng Cheng, John Torr, Tristan Guigue, Joris Driesen, Alexandru Coca, Mark Gaynor, Anders Johannsen						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		16 SRW	Leveraging and Evaluating Large Language Models for Emotion-Cause Pair Extraction	Tadesse Destaw Belay						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		20 SRW	Knowledge-centered conversational agents with a drive to learn	Selene Baez Santamaria						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		27 SRW	The Curse of Popularity: Popular Entities have Catastrophic Side Effects when Deleting Knowledge from Language Models	Ryosuke Takahashi, Go Kamoda, Benjamin Heinzerling, Keisuke Sakaguchi, Kentaro Inui						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		28 SRW	Detecting Response Generation Not Requiring Factual Judgment	Ryohei Kamei, Daiki Shiono, Reina Akama, Jun Suzuki						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		31 SRW	Unknown Script: Impact of Script on Cross-Lingual Transfer	Wondimagegnhue Tufa, Ilia Markov, Piek Vossen						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		32 SRW	Improving Repository-level Code Search with Text Conversion	Mizuki Kondo, Daisuke Kawahara, Toshiyuki Kurabayashi						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		34 SRW	Few-Shot Event Argument Extraction Based on a Meta-Learning Approach	Aboubacar Tuo, Romaric Besançon, Olivier Ferret, Julien Tourille						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		36 SRW	Investigating Web Corpus Filtering Methods in Language Model Development	Rintaro Enomoto, Arseny Tolmachev, Shuhei Kurita, Daisuke Kawahara						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		38 SRW	Referring Expressions in Human-Robot Common Ground: A Thesis Proposal	Jaap Kruijt						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		46 SRW	BELIEF: A Bias-free Estimation of Language Models in Factual Knowledge Understanding	Xin Zhao, Naoki Yoshinaga, Daisuke Oba						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		50 SRW	Empirical Analysis of Large Vision Language Models against Goal Hijacking via Visual Prompt Injection	Subaru Kimura, Ryota Tanaka, Shumpei Miyawaki, Jun Suzuki, Keisuke Sakaguchi						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		51 SRW	Reinforcement Learning for Edit-Based Non-Autoregressive Neural Machine Translation	Hao Wang, Tetsuro Morimura, Ukyo Honda, Daisuke Kawahara						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		52 SRW	GistScore: Learning Better Representations for In-Context Example Selection with Gist Bottlenecks	Shivanshu Gupta, Clemens Rosenbaum, Ethan R. Elenberg						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		53 SRW	Evaluation Dataset for Japanese Medical Text Simplification	Koki Horiguchi, Tomoyuki Kajiwara, Yuki Arase, Takashi Ninomiya						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		54 SRW	Multi-Source Text Classification for Multilingual Sentence Encoder with Machine Translation	Reon Kajikawa, Keiichiro Yamada, Tomoyuki Kajiwara, Takashi Ninomiya						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		59 SRW	Coding Open-Ended Responses using Pseudo Response Generation by Large Language Models	Yuki Zenimoto, Ryo Hasegawa, Takehito Utsuro, Masaharu Yoshioka, Noriko Kando						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		60 SRW	Thesis Proposal: Cross-Task Generalization Abilities of Large Language Models	Qinyuan Ye						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		61 SRW	User-Centric Offensive Text Detection in a Culture-Specific Context: A PhD Proposal	Pia Pachinger						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		63 SRW	Commentary Generation from Data Records of Multiplayer Strategy Esports Game	Zihan Wang, Naoki Yoshinaga						Posters H6																																																							
Session H	2024-06-18	16-17:30	In-Person S5: Industry +SRW + Findings		SRW	Student Research Workshop		64 SRW	Facilitating Online Opinion Diversity through Hybrid NLP Approaches	Michiel van der Meer						Posters H6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Information Retrieval and Text Mining		17	Extremely efficient online query encoding for dense retrieval	['Nachshon Cohen', 'Yaron Fairstein', 'Guy Kushilevitz']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		38	SpeedE: Euclidean Geometric Knowledge Graph Embedding Strikes Back	['Aleksandar Pavlović', 'Emanuel Sallinger']			Session I - 06/19 - 09-10:30			Posters I6																																																							
